aqi,city,co,crawl_time,date,level,no2,o3,pm10,pm2_5,so2,spider
64,长春,1.4,,2016-11-12,良,50,51,60,46,33,
77,长春,1.4,,2016-11-13,良,43,43,74,56,43,
64,长春,1.2,,2016-11-14,良,22,58,77,43,25,
60,长春,1.3,,2016-11-15,良,39,46,65,43,40,
143,长春,1.6,,2016-11-16,轻度污染,54,46,127,109,44,
182,长春,1.8,,2016-11-17,中度污染,54,59,170,137,48,
129,长春,1.5,,2016-11-18,轻度污染,44,29,111,98,34,
67,长春,1.1,,2016-11-19,良,39,53,57,48,33,
45,长春,1.1,,2016-11-20,优,30,53,42,31,41,
58,长春,0.9,,2016-10-12,良,43,55,65,29,10,
109,长春,1.4,,2016-10-13,轻度污染,54,37,118,82,12,
158,长春,1.6,,2016-10-14,中度污染,56,84,148,120,12,
107,长春,1.4,,2016-10-15,轻度污染,45,130,120,80,16,
93,长春,1.2,,2016-10-16,良,30,93,78,69,12,
52,长春,0.9,,2016-10-17,良,29,54,53,21,8,
67,长春,1,,2016-10-18,良,52,67,83,47,13,
102,长春,1.2,,2016-10-19,轻度污染,51,30,105,76,14,
52,长春,0.8,,2016-10-20,良,36,52,53,28,16,
57,长春,0.8,,2016-09-12,良,45,54,63,38,7,
56,长春,0.8,,2016-09-13,良,41,71,61,28,7,
58,长春,0.7,,2016-09-14,良,46,102,66,31,8,
48,长春,0.7,,2016-09-15,优,27,95,41,23,6,
31,长春,0.5,,2016-09-16,优,24,61,20,8,6,
40,长春,0.5,,2016-09-17,优,32,43,35,18,6,
53,长春,0.6,,2016-09-18,良,42,60,47,17,9,
75,长春,0.9,,2016-09-19,良,49,71,99,34,8,
81,长春,1,,2016-09-20,良,55,74,112,47,10,
64,长春,0.7,,2016-09-21,良,51,103,74,34,10,
85,长春,0.8,,2016-08-06,良,28,142,68,38,5,
43,长春,0.4,,2016-08-07,优,23,85,27,15,5,
63,长春,0.6,,2016-08-08,良,36,115,44,17,9,
55,长春,0.5,,2016-08-09,良,31,106,44,16,8,
73,长春,0.8,,2016-08-10,良,23,127,64,37,6,
84,长春,0.7,,2016-08-11,良,19,140,72,46,5,
80,长春,0.9,,2016-08-12,良,31,105,86,59,5,
107,长春,0.8,,2016-07-11,轻度污染,25,167,86,52,5,
74,长春,0.6,,2016-07-12,良,28,128,53,31,6,
49,长春,0.5,,2016-07-13,优,23,97,26,13,4,
47,长春,0.4,,2016-07-14,优,23,93,28,14,6,
60,长春,0.5,,2016-07-15,良,35,112,43,20,12,
49,长春,0.7,,2016-07-16,优,39,54,48,22,8,
49,长春,0.6,,2016-07-17,优,32,97,46,24,8,
70,长春,0.6,,2016-07-18,良,39,123,53,24,7,
112,长春,0.8,,2016-07-19,轻度污染,32,173,65,38,7,
73,长春,0.8,,2016-07-20,良,39,127,73,37,5,
94,长春,1.7,,2018-12-10,良,55,29,107,70,29,
102,长春,1.7,,2018-12-11,轻度污染,58,41,115,76,28,
58,长春,1,,2018-12-12,良,38,60,63,41,26,
73,长春,1,,2018-12-13,良,36,38,79,53,22,
73,长春,1,,2018-12-14,良,44,44,75,53,26,
90,长春,1,,2018-12-15,良,38,46,94,67,23,
112,长春,1.2,,2018-12-16,轻度污染,50,46,95,84,28,
55,长春,0.9,,2018-12-17,良,40,47,59,27,23,
44,长春,0.7,,2018-12-18,优,35,48,40,22,22,
55,长春,1.2,,2018-11-17,良,42,34,59,36,20,
78,长春,1.2,,2018-11-18,良,46,35,78,57,20,
69,长春,1,,2018-11-19,良,44,41,76,50,16,
48,长春,0.7,,2018-11-20,优,35,44,48,26,15,
47,长春,0.7,,2018-11-21,优,33,45,47,25,14,
34,长春,0.6,,2018-11-22,优,27,46,34,21,15,
44,长春,0.9,,2018-11-23,优,34,48,44,23,15,
72,长春,1,,2018-11-24,良,39,43,64,52,18,
70,长春,1,,2018-11-25,良,38,42,59,51,15,
51,长春,0.9,,2018-10-14,良,34,75,54,35,7,
51,长春,0.7,,2018-10-15,良,32,53,51,17,6,
48,长春,0.7,,2018-10-16,优,34,43,48,17,7,
61,长春,0.9,,2018-10-17,良,40,48,71,27,8,
74,长春,1.2,,2018-10-18,良,59,41,97,41,9,
64,长春,0.9,,2018-10-19,良,51,62,64,31,11,
73,长春,1,,2018-10-20,良,58,71,85,44,17,
87,长春,1.2,,2018-10-21,良,48,112,90,64,18,
93,长春,1.2,,2018-10-22,良,34,99,86,69,14,
46,长春,0.7,,2018-10-23,优,32,56,46,25,10,
40,长春,0.5,,2018-09-11,优,25,80,36,13,6,
36,长春,0.5,,2018-09-12,优,22,71,33,13,5,
68,长春,0.7,,2018-09-13,良,26,121,49,25,5,
50,长春,0.7,,2018-09-14,优,30,98,51,25,6,
34,长春,0.5,,2018-09-15,优,26,52,31,14,4,
34,长春,0.5,,2018-09-16,优,26,66,33,10,5,
50,长春,0.6,,2018-09-17,优,37,58,51,17,6,
53,长春,0.7,,2018-09-18,良,42,99,54,18,8,
65,长春,0.9,,2018-09-19,良,52,75,68,27,7,
31,长春,0.5,,2018-08-16,优,18,62,26,7,4,
39,长春,0.6,,2018-08-17,优,31,78,36,10,5,
47,长春,0.9,,2018-08-18,优,30,78,48,20,5,
49,长春,0.7,,2018-08-19,优,27,98,43,18,5,
44,长春,0.9,,2018-08-20,优,26,67,45,20,5,
41,长春,0.6,,2018-08-21,优,25,82,24,11,4,
50,长春,0.7,,2018-08-22,优,40,68,47,14,5,
55,长春,0.7,,2018-08-23,良,37,63,61,18,7,
48,长春,0.5,,2018-07-17,优,20,96,41,17,3,
35,长春,0.5,,2018-07-18,优,22,59,35,17,3,
69,长春,0.6,,2018-07-19,良,18,122,50,21,2,
54,长春,0.5,,2018-07-20,良,22,104,43,17,3,
67,长春,0.6,,2018-07-21,良,21,120,50,22,3,
85,长春,0.9,,2018-07-22,良,23,141,73,40,3,
78,长春,0.7,,2018-07-23,良,27,133,64,33,4,
55,长春,0.6,,2018-07-24,良,23,106,57,25,4,
35,长春,0.5,,2018-07-25,优,16,52,35,11,3,
64,长春,0.6,,2018-06-16,良,25,116,47,22,4,
54,长春,0.9,,2018-06-17,良,28,79,56,37,4,
90,长春,0.7,,2018-06-18,良,19,148,52,31,4,
40,长春,0.6,,2018-06-19,优,29,80,35,21,4,
39,长春,0.6,,2018-06-20,优,30,78,28,11,4,
52,长春,0.6,,2018-06-21,良,41,95,39,14,5,
134,长春,0.7,,2018-06-22,轻度污染,47,197,74,24,8,
51,长春,0.8,,2018-05-16,良,31,78,51,23,4,
37,长春,0.6,,2018-05-17,优,28,74,34,11,5,
54,长春,0.5,,2018-05-18,良,28,104,41,18,5,
61,长春,0.5,,2018-05-19,良,29,113,42,17,5,
59,长春,0.6,,2018-05-20,良,39,103,67,22,6,
65,长春,0.6,,2018-05-21,良,38,117,71,26,7,
58,长春,0.6,,2018-05-22,良,28,94,65,24,6,
0,长春,0.6,,2018-05-23,无,27,88,0,0,5,
76,长春,0.8,,2018-05-24,良,30,101,102,35,8,
0,长春,0.8,,2018-04-17,无,23,152,0,0,10,
100,长春,1,,2018-04-18,良,32,159,127,51,12,
81,长春,0.9,,2018-04-19,良,44,122,111,50,8,
124,长春,0.8,,2018-04-20,轻度污染,31,186,149,44,9,
59,长春,0.7,,2018-04-21,良,27,92,56,42,6,
58,长春,0.6,,2018-04-22,良,24,109,42,18,7,
69,长春,0.7,,2018-04-23,良,32,122,60,27,9,
0,长春,1,,2018-04-24,无,58,132,0,0,11,
90,长春,1.1,,2018-03-18,良,36,72,69,67,18,
45,长春,0.6,,2018-03-19,优,24,90,31,15,11,
50,长春,0.7,,2018-03-20,优,34,100,47,26,17,
78,长春,1.1,,2018-03-21,良,62,90,87,55,27,
128,长春,1.6,,2018-03-22,轻度污染,73,124,152,97,22,
125,长春,1.5,,2018-03-23,轻度污染,61,97,128,95,33,
113,长春,1.2,,2018-03-24,轻度污染,43,112,114,85,21,
104,长春,1.4,,2018-03-25,轻度污染,53,134,150,78,21,
124,长春,1.3,,2018-03-26,轻度污染,40,186,154,79,17,
46,长春,0.9,,2018-02-14,优,27,68,46,25,36,
46,长春,0.8,,2018-02-15,优,17,76,46,23,45,
63,长春,0.8,,2018-02-16,良,16,72,76,34,26,
41,长春,0.9,,2018-02-17,优,20,71,41,24,31,
48,长春,1,,2018-02-18,优,27,76,46,33,37,
39,长春,0.9,,2018-02-19,优,22,77,38,25,32,
38,长春,0.8,,2018-02-20,优,19,76,37,21,32,
74,长春,0.9,,2018-01-15,良,42,52,63,54,56,
110,长春,1.5,,2018-01-16,轻度污染,56,45,96,83,48,
113,长春,1.5,,2018-01-17,轻度污染,56,34,121,85,50,
79,长春,1.1,,2018-01-18,良,51,59,83,58,63,
74,长春,1,,2017-12-15,良,41,44,70,54,47,
53,长春,0.7,,2017-12-16,良,36,43,51,37,49,
57,长春,0.9,,2017-12-17,良,43,42,64,35,52,
58,长春,0.9,,2017-12-18,良,42,43,54,41,42,
53,长春,0.9,,2017-12-19,良,35,42,55,33,43,
57,长春,1,,2017-12-20,良,42,39,63,40,54,
61,长春,1,,2017-12-21,良,47,43,70,41,44,
109,长春,1.4,,2017-12-22,轻度污染,54,37,97,82,53,
113,长春,1,,2017-11-16,轻度污染,46,54,118,90,39,
112,长春,0.9,,2017-11-17,轻度污染,39,55,101,81,24,
51,长春,0.6,,2017-11-18,良,25,49,52,34,25,
68,长春,0.8,,2017-11-19,良,35,51,75,52,32,
58,长春,0.9,,2017-11-20,良,36,53,70,40,35,
94,长春,1,,2017-11-21,良,31,59,134,43,30,
51,长春,0.7,,2017-11-22,良,25,54,52,19,28,
45,长春,0.7,,2017-11-23,优,28,47,46,24,37,
61,长春,0.9,,2017-11-24,良,36,41,75,43,50,
63,长春,1,,2017-11-25,良,36,43,74,48,38,
205,长春,1.5,,2017-10-18,重度污染,78,95,194,159,24,
177,长春,2.1,,2017-10-19,中度污染,82,92,193,150,23,
213,长春,2.2,,2017-10-20,重度污染,69,95,222,164,19,
48,长春,1,,2017-10-21,优,34,69,48,25,15,
63,长春,1,,2017-10-22,良,47,64,69,35,22,
77,长春,1.5,,2017-10-23,良,63,72,107,57,25,
92,长春,1.4,,2017-10-24,良,63,86,125,69,27,
42,长春,1,,2017-09-22,优,32,84,37,16,9,
62,长春,1.1,,2017-09-23,良,30,115,64,17,13,
56,长春,1,,2017-09-24,良,33,89,63,18,11,
50,长春,0.9,,2017-09-25,优,37,95,52,16,12,
43,长春,1,,2017-09-26,优,28,77,42,19,9,
42,长春,0.9,,2017-09-27,优,35,57,41,14,11,
41,长春,0.8,,2017-09-28,优,29,56,41,10,10,
50,长春,0.8,,2017-09-29,优,33,58,52,12,11,
51,长春,0.9,,2017-09-30,良,40,64,53,16,11,
47,长春,1,,2017-08-21,优,30,94,41,15,8,
56,长春,1.4,,2017-08-22,良,29,103,61,34,8,
39,长春,0.9,,2017-08-23,优,29,78,19,12,7,
40,长春,1,,2017-08-24,优,26,80,37,18,8,
44,长春,0.9,,2017-08-25,优,17,64,42,15,8,
33,长春,0.8,,2017-08-26,优,23,67,30,8,9,
71,长春,1,,2017-08-27,良,23,126,42,12,11,
75,长春,0.8,,2017-07-23,良,39,131,46,18,10,
47,长春,0.7,,2017-07-24,优,32,95,42,15,9,
59,长春,0.8,,2017-07-25,良,40,111,58,17,10,
70,长春,0.8,,2017-07-26,良,30,124,45,15,9,
92,长春,1,,2017-07-27,良,31,151,51,23,11,
55,长春,0.8,,2017-07-28,良,28,106,28,12,9,
85,长春,1,,2017-07-29,良,43,143,59,20,10,
107,长春,1.1,,2017-07-30,轻度污染,43,168,63,27,10,
116,长春,1.2,,2017-07-31,轻度污染,37,178,68,33,12,
89,长春,1,,2017-06-20,良,30,147,29,18,10,
58,长春,0.9,,2017-06-21,良,33,110,28,14,10,
61,长春,1,,2017-06-22,良,40,114,45,17,9,
87,长春,1.2,,2017-06-23,良,64,145,81,27,10,
90,长春,1.3,,2017-06-24,良,73,137,87,33,10,
71,长春,1,,2017-06-25,良,58,87,55,29,9,
70,长春,0.9,,2017-06-26,良,40,124,39,14,9,
121,长春,1.1,,2017-06-27,轻度污染,49,184,61,26,10,
143,长春,1.1,,2017-05-19,轻度污染,31,208,87,37,14,
141,长春,0.9,,2017-05-20,轻度污染,39,206,79,28,17,
61,长春,0.7,,2017-05-21,良,13,114,44,13,10,
38,长春,0.8,,2017-05-22,优,27,77,16,11,9,
60,长春,0.8,,2017-05-23,良,27,112,34,17,10,
57,长春,0.7,,2017-05-24,良,27,109,37,13,11,
45,长春,0.7,,2017-05-25,优,24,90,28,11,11,
60,长春,1,,2017-05-26,良,48,113,60,22,14,
78,长春,1.1,,2017-05-27,良,52,134,78,25,12,
109,长春,1.3,,2017-04-17,轻度污染,45,99,123,81,19,
63,长春,1,,2017-04-18,良,35,96,74,27,12,
56,长春,0.9,,2017-04-19,良,29,108,39,18,12,
55,长春,1,,2017-04-20,良,43,90,61,34,14,
71,长春,1.2,,2017-04-21,良,59,117,88,42,15,
71,长春,1,,2017-04-22,良,42,120,92,32,15,
49,长春,0.8,,2017-04-23,优,19,98,34,14,11,
49,长春,0.9,,2017-04-24,优,29,99,41,18,11,
46,长春,0.9,,2017-04-25,优,32,78,46,16,12,
73,长春,1.5,,2017-03-23,良,55,95,97,56,33,
101,长春,1.7,,2017-03-24,轻度污染,58,123,131,76,32,
91,长春,1.5,,2017-03-25,良,59,130,110,69,36,
113,长春,1.6,,2017-03-26,轻度污染,65,124,126,86,32,
114,长春,1.6,,2017-03-27,轻度污染,66,118,132,89,33,
106,长春,1.4,,2017-03-28,轻度污染,45,109,129,79,27,
84,长春,1.2,,2017-03-29,良,30,105,118,49,22,
114,长春,1.4,,2017-03-30,轻度污染,57,123,125,91,28,
162,长春,1.8,,2017-03-31,中度污染,71,114,199,123,34,
47,长春,1.3,,2017-02-20,优,40,81,48,35,36,
63,长春,1.4,,2017-02-21,良,47,80,64,46,62,
50,长春,1.3,,2017-02-22,优,36,71,42,34,44,
56,长春,1.3,,2017-02-23,良,45,91,46,37,46,
55,长春,1.3,,2017-02-24,良,43,92,49,37,54,
55,长春,1.3,,2017-02-25,良,45,88,48,35,51,
78,长春,1.6,,2017-02-26,良,63,89,71,61,48,
61,长春,1.4,,2017-02-27,良,42,101,56,44,53,
51,长春,1.3,,2017-02-28,良,34,90,49,35,35,
85,长春,1.4,,2017-01-21,良,44,54,80,65,59,
123,长春,1.6,,2017-01-22,轻度污染,48,56,113,93,59,
139,长春,1.8,,2017-01-23,轻度污染,57,62,145,109,75,
139,长春,1.9,,2017-01-24,轻度污染,65,58,136,107,85,
112,长春,1.8,,2017-01-25,轻度污染,51,74,103,84,89,
90,长春,1.5,,2017-01-26,良,28,75,112,65,59,
54,长春,1.1,,2017-01-27,良,21,76,61,30,48,
159,长春,1.7,,2016-12-20,中度污染,40,48,144,121,54,
128,长春,1.7,,2016-12-21,轻度污染,45,28,119,97,54,
65,长春,1.3,,2016-12-22,良,40,41,77,47,53,
69,长春,1.3,,2016-12-23,良,47,49,76,50,58,
127,长春,1.7,,2016-12-24,轻度污染,65,44,106,96,83,
98,长春,1.6,,2016-12-25,良,50,46,85,73,77,
75,长春,1.4,,2016-12-26,良,46,49,67,55,51,
155,长春,1.9,,2016-12-27,中度污染,67,44,137,118,72,
88,长春,1.2,,2016-12-28,良,37,50,126,45,63,
44,长春,1.1,,2016-11-21,优,33,53,40,30,44,
50,长春,1.1,,2016-11-22,优,36,55,50,33,43,
54,长春,1.2,,2016-11-23,良,42,49,54,38,55,
60,长春,1.3,,2016-11-24,良,46,49,67,43,61,
70,长春,1.5,,2016-11-25,良,48,46,75,51,68,
93,长春,1.6,,2016-11-26,良,43,33,102,69,61,
79,长春,1.3,,2016-11-27,良,42,61,77,58,48,
59,长春,1.3,,2016-11-28,良,45,44,64,42,51,
79,长春,1.1,,2016-10-21,良,51,40,89,58,21,
60,长春,1,,2016-10-22,良,36,60,70,37,14,
71,长春,1.2,,2016-10-23,良,54,54,92,48,22,
97,长春,1.3,,2016-10-24,良,64,39,110,72,32,
105,长春,1.3,,2016-10-25,轻度污染,58,58,109,79,42,
56,长春,0.9,,2016-10-26,良,35,60,62,36,24,
118,长春,1.2,,2016-10-27,轻度污染,59,73,126,89,42,
97,长春,1.1,,2016-10-28,良,43,65,97,72,28,
87,长春,1.1,,2016-10-29,良,44,59,85,64,31,
56,长春,0.6,,2016-09-22,良,39,95,61,28,10,
55,长春,0.7,,2016-09-23,良,32,89,59,39,8,
70,长春,0.7,,2016-09-24,良,27,124,53,32,7,
64,长春,1,,2016-09-25,良,36,68,78,45,7,
92,长春,1.1,,2016-09-26,良,46,75,99,68,8,
40,长春,0.7,,2016-09-27,优,24,61,40,27,7,
52,长春,0.7,,2016-09-28,良,34,50,54,22,8,
62,长春,0.8,,2016-09-29,良,43,68,73,28,10,
74,长春,0.7,,2016-08-13,良,30,128,62,34,5,
41,长春,0.5,,2016-08-14,优,31,81,36,14,7,
45,长春,0.5,,2016-08-15,优,36,82,41,14,8,
49,长春,0.5,,2016-08-16,优,34,97,48,16,8,
70,长春,0.6,,2016-08-17,良,44,124,43,21,8,
69,长春,0.8,,2016-08-18,良,55,62,58,28,7,
70,长春,0.5,,2016-08-19,良,30,123,34,16,6,
60,长春,0.5,,2016-08-20,良,40,112,53,24,8,
66,长春,0.6,,2016-08-21,良,42,119,54,22,8,
52,长春,0.7,,2016-07-21,良,37,75,53,27,5,
34,长春,0.6,,2016-07-22,优,14,68,17,10,4,
48,长春,0.7,,2016-07-23,优,20,95,35,27,4,
55,长春,0.7,,2016-07-24,良,29,105,44,29,4,
50,长春,0.6,,2016-07-25,优,40,76,41,18,5,
80,长春,0.5,,2016-07-26,良,26,135,25,13,6,
67,长春,0.7,,2016-07-27,良,42,120,43,22,5,
61,长春,0.8,,2016-07-28,良,40,113,54,31,5,
63,长春,1,,2018-12-19,良,45,40,66,45,27,
74,长春,1,,2018-12-20,良,49,41,80,54,25,
107,长春,1.2,,2018-11-26,轻度污染,28,95,142,80,16,
65,长春,0.5,,2018-11-27,良,19,54,79,13,10,
42,长春,0.6,,2018-11-28,优,28,46,42,19,16,
43,长春,0.9,,2018-11-29,优,32,39,43,27,18,
53,长春,0.7,,2018-11-30,良,31,37,56,25,17,
55,长春,1,,2018-10-24,良,43,50,59,30,13,
65,长春,1,,2018-10-25,良,42,83,79,45,12,
50,长春,0.5,,2018-10-26,优,19,61,50,17,7,
27,长春,0.5,,2018-10-27,优,16,47,27,9,8,
57,长春,0.7,,2018-09-20,良,44,91,57,22,5,
55,长春,0.9,,2018-09-21,良,43,50,47,27,6,
27,长春,0.5,,2018-09-22,优,24,31,37,9,5,
37,长春,0.6,,2018-09-23,优,28,35,28,12,5,
38,长春,0.5,,2018-08-24,优,20,76,15,7,4,
23,长春,0.5,,2018-08-25,优,18,44,11,6,4,
37,长春,0.7,,2018-07-26,优,28,46,25,10,3,
65,长春,0.9,,2018-07-27,良,31,118,42,15,3,
99,长春,0.9,,2018-07-28,良,40,158,58,20,4,
88,长春,1,,2018-07-29,良,42,145,68,27,4,
95,长春,1,,2018-07-30,良,41,153,74,31,3,
57,长春,0.9,,2018-07-31,良,31,97,60,28,3,
125,长春,1,,2018-06-23,轻度污染,37,187,72,39,9,
70,长春,0.6,,2018-06-24,良,41,123,49,13,8,
74,长春,1,,2018-06-25,良,59,123,70,34,6,
49,长春,0.6,,2018-05-25,优,37,97,44,20,7,
75,长春,0.7,,2018-05-26,良,46,130,64,26,11,
47,长春,0.7,,2018-05-27,优,27,94,39,29,5,
41,长春,0.6,,2018-05-28,优,25,81,18,12,4,
73,长春,0.7,,2018-04-25,良,47,111,96,36,8,
80,长春,0.7,,2018-04-26,良,29,108,110,28,8,
68,长春,0.6,,2018-04-27,良,42,111,86,30,7,
130,长春,0.9,,2018-04-28,轻度污染,32,151,209,56,10,
0,长春,0.9,,2018-04-29,无,24,194,0,0,10,
110,长春,1.1,,2018-03-27,轻度污染,26,170,0,0,17,
142,长春,0.7,,2018-03-28,轻度污染,32,96,0,0,11,
132,长春,1,,2018-03-29,轻度污染,44,113,121,100,14,
242,长春,1.5,,2018-03-30,重度污染,63,145,231,192,22,
51,长春,0.8,,2018-02-21,良,21,80,51,26,37,
46,长春,0.9,,2018-02-22,优,33,76,46,31,31,
60,长春,1,,2018-02-23,良,40,58,55,43,40,
65,长春,1.1,,2018-01-19,良,45,57,77,47,48,
48,长春,0.6,,2018-01-20,优,29,63,48,22,31,
59,长春,0.9,,2018-01-21,良,42,44,62,42,55,
57,长春,0.9,,2018-01-22,良,35,52,52,40,36,
87,长春,1.2,,2017-12-23,良,53,42,96,64,45,
67,长春,1,,2017-12-24,良,41,47,64,48,33,
59,长春,0.9,,2017-12-25,良,37,49,66,35,34,
51,长春,0.9,,2017-12-26,良,31,48,50,34,40,
60,长春,1,,2017-12-27,良,41,41,68,43,50,
110,长春,1.9,,2017-12-28,轻度污染,57,30,122,83,62,
60,长春,0.9,,2017-11-26,良,33,51,70,43,40,
72,长春,0.8,,2017-11-27,良,24,62,94,31,36,
88,长春,0.8,,2017-11-28,良,24,62,126,35,28,
48,长春,0.6,,2017-11-29,优,22,59,48,14,27,
49,长春,0.6,,2017-11-30,优,32,46,42,23,44,
107,长春,2,,2017-10-25,轻度污染,82,67,150,85,36,
251,长春,2.7,,2017-10-26,重度污染,85,96,237,198,39,
145,长春,1.7,,2017-10-27,轻度污染,57,110,130,112,33,
94,长春,1.1,,2017-10-28,良,31,71,129,64,25,
62,长春,1,,2017-10-29,良,38,57,73,46,31,
78,长春,1.2,,2017-10-30,良,49,58,95,59,40,
34,长春,0.9,,2017-08-28,优,19,65,33,12,9,
28,长春,0.7,,2017-08-29,优,18,57,28,7,9,
39,长春,0.9,,2017-08-30,优,26,53,43,15,9,
53,长春,1,,2017-08-31,良,38,74,57,20,11,
110,长春,1,,2017-06-28,轻度污染,38,172,59,25,10,
113,长春,1,,2017-06-29,轻度污染,26,175,64,28,10,
105,长春,1.4,,2017-06-30,轻度污染,33,166,91,57,10,
105,长春,1,,2017-05-28,轻度污染,42,166,85,25,12,
67,长春,0.9,,2017-05-29,良,32,88,84,25,12,
53,长春,0.9,,2017-05-30,良,29,104,51,19,10,
42,长春,0.9,,2017-04-26,优,34,84,44,15,12,
55,长春,0.9,,2017-04-27,良,47,101,66,25,14,
67,长春,1,,2017-04-28,良,56,118,81,38,15,
153,长春,0.8,,2017-04-29,中度污染,32,119,0,0,14,
54,长春,0.8,,2017-04-30,良,29,105,59,21,11,
100,长春,1.5,,2017-01-28,良,34,79,95,76,70,
90,长春,1.4,,2017-01-29,良,29,72,78,65,47,
71,长春,1.3,,2017-01-30,良,31,70,67,52,66,
61,长春,1.3,,2017-01-31,良,28,78,74,43,67,
72,长春,1.4,,2016-12-29,良,50,41,78,52,73,
128,长春,2,,2016-12-30,轻度污染,61,43,89,97,81,
178,长春,2.4,,2016-12-31,中度污染,69,31,147,134,98,
59,长春,1.3,,2016-11-29,良,45,50,60,42,51,
49,长春,1.3,,2016-11-30,优,30,44,44,34,42,
153,长春,1.4,,2016-10-30,中度污染,54,25,125,117,34,
50,长春,0.9,,2016-10-31,优,29,50,50,26,33,
75,长春,0.9,,2016-09-30,良,60,84,78,37,14,
64,长春,0.5,,2016-08-22,良,38,116,44,16,7,
70,长春,0.7,,2016-08-23,良,46,123,71,29,9,
71,长春,1,,2016-08-24,良,40,125,69,34,10,
65,长春,0.7,,2016-07-29,良,33,118,32,24,4,
84,长春,0.8,,2016-07-30,良,38,140,56,35,5,
61,长春,0.8,,2016-07-31,良,45,92,72,41,5,
72,长春,1,,2018-12-21,良,42,47,57,52,21,
65,长春,1,,2018-12-22,良,40,46,68,47,23,
33,长春,0.6,,2018-12-23,优,26,50,28,17,18,
29,长春,0.5,,2018-10-28,优,23,35,22,11,12,
27,长春,0.5,,2018-10-29,优,21,25,20,14,9,
34,长春,0.6,,2018-10-30,优,27,26,27,16,11,
39,长春,0.6,,2018-10-31,优,31,34,36,19,16,
25,长春,0.5,,2018-09-24,优,23,32,25,13,4,
48,长春,0.7,,2018-09-25,优,33,53,43,16,5,
54,长春,1,,2018-09-26,良,41,59,60,26,5,
59,长春,1,,2018-09-27,良,41,68,72,29,5,
25,长春,0.5,,2018-08-26,优,19,49,16,5,4,
48,长春,0.9,,2018-08-27,优,33,66,44,14,5,
50,长春,0.9,,2018-08-28,优,34,40,49,18,5,
34,长春,0.6,,2018-08-29,优,27,49,18,11,4,
113,长春,0.7,,2018-06-26,轻度污染,35,174,53,23,5,
63,长春,0.6,,2018-06-27,良,32,115,28,14,4,
42,长春,0.6,,2018-05-29,优,20,83,20,10,4,
62,长春,0.7,,2018-05-30,良,39,114,40,23,5,
89,长春,0.7,,2018-05-31,良,44,146,54,27,6,
61,长春,0.5,,2018-04-30,良,23,113,41,15,6,
103,长春,1.1,,2018-03-31,轻度污染,45,101,98,77,15,
90,长春,1.4,,2018-02-24,良,52,78,79,67,35,
65,长春,1.2,,2018-02-25,良,43,84,62,47,39,
67,长春,1.3,,2018-02-26,良,46,84,65,48,33,
57,长春,1,,2018-02-27,良,40,85,49,40,35,
43,长春,0.7,,2018-01-23,优,26,56,43,27,37,
49,长春,0.9,,2018-01-24,优,34,61,49,34,39,
70,长春,1.2,,2018-01-25,良,40,61,62,51,32,
80,长春,1.2,,2018-01-26,良,46,58,74,59,56,
58,长春,1,,2018-01-27,良,38,63,63,41,48,
114,长春,1.5,,2017-12-29,轻度污染,58,41,116,86,59,
127,长春,1.7,,2017-12-30,轻度污染,69,28,130,96,92,
178,长春,2.2,,2017-12-31,中度污染,70,43,176,135,67,
87,长春,1.3,,2017-10-31,良,47,59,122,52,35,
73,长春,1.1,,2017-05-31,良,60,104,69,34,11,
35,长春,0.5,,2016-08-25,优,28,60,28,11,7,
55,长春,0.6,,2016-08-26,良,44,70,43,16,9,
57,长春,0.6,,2016-08-27,良,45,107,56,19,8,
77,江门,0.9,,2018-12-01,良,61,90,83,45,9,
75,江门,0.5,,2018-11-01,良,32,130,64,30,12,
127,江门,0.7,,2018-10-01,轻度污染,41,189,63,34,10,
31,江门,0.6,,2018-09-01,优,16,32,27,15,5,
38,江门,0.6,,2018-08-01,优,14,75,28,14,6,
36,江门,0.6,,2018-08-02,优,11,72,28,13,6,
37,江门,0.5,,2018-07-01,优,13,73,35,15,6,
91,江门,0.5,,2018-06-01,良,13,149,30,14,9,
45,江门,0.6,,2018-06-02,优,21,90,38,28,8,
126,江门,0.7,,2018-06-03,轻度污染,18,188,43,26,7,
33,江门,0.6,,2018-05-01,优,15,48,33,19,8,
39,江门,0.6,,2018-05-02,优,17,77,36,18,8,
118,江门,0.7,,2018-05-03,轻度污染,26,179,53,28,11,
110,江门,0.6,,2018-04-01,轻度污染,19,170,58,33,12,
95,江门,0.6,,2018-04-02,良,20,154,67,38,12,
80,江门,0.6,,2018-04-03,良,20,136,62,34,11,
47,江门,0.9,,2018-03-01,优,25,94,44,31,8,
50,江门,0.7,,2018-03-02,优,20,84,50,32,8,
82,江门,0.9,,2018-02-01,良,47,75,76,60,9,
73,江门,0.8,,2018-02-02,良,44,59,68,53,10,
128,江门,1.1,,2018-01-01,轻度污染,74,79,126,97,18,
127,江门,1.2,,2018-01-02,轻度污染,74,114,133,96,17,
102,江门,1.2,,2018-01-03,轻度污染,80,124,127,76,20,
60,江门,1.2,,2017-12-01,良,46,0,43,16,14,
49,江门,0.9,,2017-12-02,优,47,0,46,25,14,
62,江门,0.7,,2017-12-03,良,50,0,60,37,17,
54,江门,0.7,,2017-12-04,良,42,0,56,35,16,
151,江门,1.3,,2017-11-01,中度污染,98,216,133,90,22,
150,江门,1.4,,2017-11-02,轻度污染,91,215,144,96,26,
