people_number,position_link,position_name,position_require,position_responsibility,position_type,publish_times,spider,time,work_location
2,https://hr.tencent.com/position_detail.php?id=46431&keywords=&tid=0&lid=0,TME-全民K歌营收产品策划,"本科或以上学历，2年以上互联网或移动产品策划经验，有营收/商业化产品岗位的工作经验者优先；,有强烈的市场导向和创新意识；,强烈的进取心、产品主人翁意识和独立思考能力；,逻辑分析能力强，善于提炼总结，有较强的数据分析能力及用户洞察能力；,能承受一定工作压力，执行力强。","负责全民K歌营收相关的功能规划与策划。,根据平台用户特点，挖掘用户付费潜力，从功能场景及用户数据出发，拓展付费场景及模式。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.861529,深圳
1,https://hr.tencent.com/position_detail.php?id=46432&keywords=&tid=0&lid=0,28302-Start云游戏后台高级开发工程师 ,5年以上后台开发经验，精通Unix/Linux平台下C/C++开发，精通性能调优，精通网络编程，熟悉图像/视频编解码标准，有流媒体传输实战经验，不断追求性能优化。热爱单机/主机游戏，对游戏前沿技术应用抱有热情，崇尚自由和共享，熟悉主要开源标准和项目。能快速学习，有梦想有追求。,负责Start云游戏后台框架搭建和业务逻辑开发，负责网络传输优化，持续提升并发性能，减少延时，提升体验,技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.862117,深圳
2,https://hr.tencent.com/position_detail.php?id=46430&keywords=&tid=0&lid=0,TME-全民K歌直播产品策划,"本科或以上学历，3年以上互联网或移动产品策划经验，有营收/商业化产品岗位的工作经验者优先；,有强烈的市场导向和创新意识；,强烈的进取心、产品主人翁意识和独立思考能力；,逻辑分析能力强，善于提炼总结，有较强的数据分析能力及用户洞察能力；,能承受一定工作压力，执行力强。","负责全民K歌营收相关的功能规划与策划。,根据平台用户特点，挖掘用户付费潜力，从功能场景及用户数据出发，拓展付费场景及模式。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.860861,深圳
1,https://hr.tencent.com/position_detail.php?id=46438&keywords=&tid=0&lid=0,21309-腾讯课堂-广告流量运营高级经理,"1. 本科及以上学历；,2. 有3~5年广告投放/线上运营团队管理经验优先；,2. 熟悉并操作过SEM、APP、网盟、广点通、DSP等渠道账户，理解各渠道推广原理；,3. 对于教育行业流量变现与商业模式有自己的思考，教育行业从业背景优先考虑；,4. 了解市场营销学，消费者心理学、广告学科；,5. 对数据敏感且有一定的数据分析能力。","1. 负责腾讯课堂广告投放工作和流量渠道建设，包括投放计划的制定与执行，推广预算与成本控制，基于ROI的管理，为结果负责；,2. 渠道包括但不限于：SEM、APP、展示类联盟、DSP、各种新媒体与媒介代理广告；,3. 不断优化广告创意与素材，并持续优化跟踪；,4. 与媒体渠道建立良好的合作关系；,5.做好数据监测与竞争对手监测工作。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.858621,深圳
1,https://hr.tencent.com/position_detail.php?id=46441&keywords=&tid=0&lid=0,CSIG02-智慧校园产品运营经理(北京),"3年以上互联网产品运营相关工作经验，本科以上学历；,拥有数据分析、数据运营相关工作经验优先；,能熟练使用Axure、Word、Excel、PPT等工具；,了解技术语言，具备优秀的想象力和逻辑思维能力；,能掌握客户及用户心理，能通过运营规划提升用户活跃度；,积极乐观，沟通表达优秀，能承担工作压力，执行力强。","负责腾讯智慧教育产品的卖点挖掘和包装；,负责相关产品所产生数据的打点收集、画像与分析；,依托于数据分析进行用户运营功能、活动的策划；,负责制定产品运营政策，有效激励合作伙伴进行落地运营服务。",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.860091,北京
-1,https://hr.tencent.com/position_detail.php?id=46440&keywords=&tid=0&lid=0,29925-腾讯视频品牌经理,"- 5年以上市场营销工作经验，其中3年以上数字营销或内容营销工作经验； ,- 深度了解互联网市场、移动互联网市场、社交媒体业务特性； ,- 对于品牌推广及内容营销的基本方法论有了解，并熟悉整体内容营销的推广模式； ,- 具有创新思维方式、敏锐的市场洞察能力； ,- 具备优秀的时间管理和多任务规划统筹执行能力，具备良好的沟通能力； ,- 工作积极主动、责任心强、抗压能力强； ,- 有社交媒体营销工作经验者优先","- 负责腾讯视频整体品牌推广的策划及实施； ,- 根据整体市场策略需求，制定品牌推广方案，并协同各产品市场经理推动实施，达成项目目标； ,- 深度理解数字媒体，能合理统筹社交媒体资源，搭建社交媒体推广平台，通过内容营销实现品牌传播； ,- 协调市场、代理公司、产品技术团队完成项目的执行；,- 国内外最新内容营销趋势、竞争品内容字营销信息收集、整理、分析； ,- 对品牌推广及内容营销的执行效果进行检测，并及时完成效果评估，不断优化执行方式。",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.859206,北京
1,https://hr.tencent.com/position_detail.php?id=46437&keywords=&tid=0&lid=0,29912-短视频移动端开发iOS,"1、3年以上iOS客户端开发经验；扎实的计算机科学基础，熟悉常见的数据结构和算法。,2、精通iPhone SDK，熟练掌握XCode等开发工具，熟练使用Git等工具；精通Object C或Swift开发语言，精通多线程以及网络编程；,3、有良好的编程习惯，代码结构清晰； ,4、具备音视频相关项目经验或OpenGL/Metal等图像处理技术相关经验优先","1、负责短视频项目产品研发； ,2、和产品经理配合,深度参与短视频产品需求讨论，功能定义等； ,3、负责高质量的技术设计和编码，设计良好的代码结构，不断迭代重构；,4、进行技术预研，将新技术落地到产品，进行技术分享。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.857850,深圳
1,https://hr.tencent.com/position_detail.php?id=46419&keywords=&tid=0&lid=0,29912-微视增长运营-产品版本,"1、细心负责，对产品版本管理和渠道包运营流程熟悉 ,2、有渠道运营相关实操工作经历，了解各大应用商店的规则和运行逻辑 ,3、能否独立搭建一套版本管理和数据追踪系统","1、负责微视相关的产品版本管理和运营  ,2、负责各大应用商店的微视app版本更新，保证版本更新及时准确  ,3、负责和团队内部各岗位密切沟通，为团队规划渠道并做好app新增的数据追踪 ,4、建立有效的版本管理机制和流程，管理外包团队 ",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.853320,深圳
1,https://hr.tencent.com/position_detail.php?id=46420&keywords=&tid=0&lid=0,29912-微视社区产品运营骨干,"•4年以上互联网社区和内容运营工作经历,•了解内容的同时，懂产品、懂用户、懂运营,•有管理大型内容互联网内容平台工作经历的优先,•项目管理能力强，关注细节，抗压力强，结果导向","•全面参与和管理微视短视频生态的平台社区运营，通过多种产品/活动/内容运营手段，构建短视频社区，提升用户社区粘度和活跃度。,•通过站内社区和活动实现站外传播,•通过数据分析、用户调研，定义和打捞优质内容,•管理外包做好活动、内容传播的有序开展",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.853948,深圳
1,https://hr.tencent.com/position_detail.php?id=46418&keywords=&tid=0&lid=0,29912-微视增长渠道运营,"1、本科学历，有3年以上相关工作经验； ,2、熟悉厂商应用商店、第三方应用商店合作模式,3、了解腾讯内外部各大媒体效果类广告投放规则,3、数据处理能力强，数据敏感度高，及时发现渠道波动情况,4、良好团队合作精神；较强的执行力，独立思考能力 ，沟通能力，观察力和应变能力","1、负责微视内外部渠道推广合作支持,2、负责协调腾讯内部大型APP换量合作和广点通投放,3、负责月度渠道合作策略制定和合作落实,4、梳理渠道增长推广数据，监控渠道数据变化并及时做渠道调整",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.852721,深圳
1,https://hr.tencent.com/position_detail.php?id=46416&keywords=&tid=0&lid=0,29912-短视频社区商务经理,"1、本科以上学历，商务管理、媒体商务、广告、艺术管理等相关专业者优先；,2、有媒介资源和渠道资源优先考虑；,3、性格开朗有耐心，善于与人沟通交流，强烈的市场导向和创新意识，执行能力强，能承担一定的压力，自我驱动追求更高的业务目标；,4、审美好脑洞大，短视频深度用户，熟悉短视频行业和产品为加分项； ,5、熟练使用Excel、Word、PPT等办公软件；","1、主要与内容供应商进行对接、跟踪，及时跟进部门对供应商的采买需求，将需求进行分解和排期；,2、协助部门同事监管供应商内容制作和交付，实时把控内容质量和进度，当出现滞期或是质量不好的时候，有相应的应对措施；,3、参与日常的供应商合作谈判、制定协议、制定商务解决方案，以及跟进合同流程等工作；,4、协助部门同事与供应商进行各类商务活动或相关工作。处理合作伙伴的一般商务事件请求，处理日常商务工作；",产品/项目类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.852012,深圳
1,https://hr.tencent.com/position_detail.php?id=46428&keywords=&tid=0&lid=0,29569-VB业务WEB前端开发工程师,"1、统招本科以上学历，3年以上工作经验，精通javascript、php、HTML5、CSS3、shell等开发语言，并具备丰富的相关开发经验；具备丰富的跨浏览器，特别是移动端web开发的实际经验和案例；精通NodeJS或者PHP等一门后台相关语言。,2、熟悉各种网络协议原理及相关知识，对web性能优化、常见漏洞有深入的理解，并能够在工作中取得有成效的问题定位和解决过程实践；,3、具备丰富的前端行业知识，了解各相关领域的前沿信息，了解最新前端技术的设计和实现原理，并能灵活在工作中进行应用；","1、负责金融创新业务pc和移动侧的web前端开发工作，要求开发的系统具有高性能和高可靠性；,2、负责对web页面进行性能优化以及特性开发，通过技术提升用户体验和可用性。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.850588,深圳
1,https://hr.tencent.com/position_detail.php?id=46429&keywords=&tid=0&lid=0,GY0-JOOX Andriod开发工程师（深圳）,"本科以上学历，计算机相关专业；,3-5年移动终端工作经验；,英语良好，能阅读英文资料；,熟悉移动终端特性和开发特点，责任心强，积极向上、乐于学习新技术；,精通JAVA/C/C++，熟悉Android平台并有良好的软件开发经验，基础扎实；,熟悉https及流媒体上传下载协议，精通TCP/IP协议；,沟通能力好，有较强的技术方案分析能力和架构能力；,有音视频直播相关经验者优先。","负责Android平台上JOOX音乐的开发工作；,负责Android平台下通用模块设计和封装；,负责客户端新技术的预研和项目攻坚。",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.851239,深圳
1,https://hr.tencent.com/position_detail.php?id=46427&keywords=&tid=0&lid=0,GY0-海外广告运营,"·       两年以上腾讯社交广告的运营经验；,·       有海外PR和营销的工作经验；,·       具备出色的数据分析能力、内外部沟通能力，有关注细节及项目管理能力；,·       工作主动积极，能承受一定工作压力；,·       本科及以上学历，有海外留学和工作经验为佳,·       英语流利，有雅思或托福高分证书，可作为工作语言","·       负责腾讯社交广告海外市场的广告运营，与BD配合，优化投放效果，吸引客户复投 ,·       负责行业产品资源，社交广告资源组合与运营策略制定，季度策划方案的输出；就行业运营特点总结规范投放要点，提高产品对接及组内运营效率；,·       推动内部广告产品和流量，做好各个市场运营协调人员的角色，提升内部流程效率",市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.849336,深圳
1,https://hr.tencent.com/position_detail.php?id=46426&keywords=&tid=0&lid=0,27730-Yoo视频战略负责人（北京）,"有丰富视频内容分析，战略拓展经验；了解新媒体的发展及未来方向。,行业内资源丰富，5年以上从业经验，2年以上管理经验。,了解互联网产品特性，具备优秀的策划及执行能力。,有很强的跨部门协调沟通、推动执行、变革管理、团队管理经验。",统筹负责Yoo视频的战略工作,市场类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.848745,北京
1,https://hr.tencent.com/position_detail.php?id=46425&keywords=&tid=0&lid=0,TEG02-光网络控制系统高级研发工程师（北京）,"大学本科或以上学历，计算机相关专业； ,5年以上一种主流后端语言编程经验：Java, 或Scala, 或Python；熟悉SOA和Web Services（REST, SOAP）系统框架；熟悉主流应用服务器（Tomcat, JBoss, Apache, Nginx, 等），3年以上服务器后端开发经验； ,精通数据库设计和性能优化；熟悉主流RDBMS和NoSQL数据库（MySQL, MongoDB, Memcached, Redis等），以及数据库编程（SQL, JDBC, iBatis, OpenJPA, 等） ,熟悉常用工程工具：Jenkins, Maven/Git/SVN, Eclipse/IntelliJ等； ,熟悉设计模式，熟练掌握面向对象编程和事件驱动编程风格； ,有热情，酷爱技术，有良好的计划、沟通、组织协调能力、语言表达能力；较强的逻辑分析能力和应变能力；良好的团队合作精神；,熟悉传输系统原理，具备传输系统控制器或网管开发经验优先 ,有敏捷开发（Agile/Scrum）经验者优先","基于SDN控制器平台opendaylight，针对开放光网络开发相关应用； ,使用java语言，开发光网络网络业务模型，并根据光网络原理对业务进行编排及控制光网络设备；,研究业界最新技术及其应用，解决创新研发过程中的关键问题和技术难点； ,根据项目任务计划按时完成软件编码和单元测试工作； ,按照开发流程编写相应模块的设计文档； ,与产品经理、测试工程师、其他团队沟通合作，保证产品研发工作的质量和进度； ,协调或指导团队里其它开发人员的工作；",技术类,2018-12-24,tenc_multi_grade,2018-12-24 19:30:39.847941,北京
